TIMESTAMP,SAMPLES_ECG1,SAMPLES_SAT,SAMPLES_ABP,RATE_ECG1,RATE_SAT,RATE_ABP
'2015-01-10T17:21:10.192',0.875,1.612,116.981,,,
'2015-01-10T17:21:10.200',0.87,1.612,114.686,,,
'2015-01-10T17:21:10.208',0.885,1.612,112.048,,,
'2015-01-10T17:21:10.216',0.891,1.611,109.166,,,
'2015-01-10T17:21:10.224',0.895,1.609,106.138,,,
'2015-01-10T17:21:10.232',0.891,1.608,103.012,,,
'2015-01-10T17:21:10.240',0.9,1.608,99.886,,,
'2015-01-10T17:21:10.248',0.905,1.608,96.662,,,
'2015-01-10T17:21:10.256',0.9,1.606,93.341,,,
'2015-01-10T17:21:10.264',0.96,1.604,89.922,,,
'2015-01-10T17:21:10.272',0.99,1.603,86.405,,,
'2015-01-10T17:21:10.280',1.045,1.604,82.791,,,
'2015-01-10T17:21:10.288',1.09,1.608,79.127,,,
'2015-01-10T17:21:10.296',1.13,1.616,75.562,,,
'2015-01-10T17:21:10.304',1.175,1.627,72.436,,,
'2015-01-10T17:21:10.312',1.305,1.64,69.798,,,
'2015-01-10T17:21:10.320',1.501,1.658,67.942,,,
'2015-01-10T17:21:10.328',1.501,1.68,66.721,,,
'2015-01-10T17:21:10.336',1.501,1.705,65.988,,,
'2015-01-10T17:21:10.344',1.501,1.731,65.5,,,
'2015-01-10T17:21:10.352',1.501,1.759,65.06,,,
'2015-01-10T17:21:10.360',1.501,1.788,64.474,,,
'2015-01-10T17:21:10.368',1.501,1.819,63.79,,,
'2015-01-10T17:21:10.376',1.501,1.848,63.058,,,
'2015-01-10T17:21:10.384',1.501,1.874,62.227,,,
'2015-01-10T17:21:10.392',1.501,1.904,61.495,,,
'2015-01-10T17:21:10.400',1.326,1.936,60.811,,,
'2015-01-10T17:21:10.408',0.7,1.966,60.176,,,
'2015-01-10T17:21:10.416',0.38,1.995,59.59,,,
'2015-01-10T17:21:10.424',0.255,2.026,59.101,,,
'2015-01-10T17:21:10.432',0.215,2.06,58.613,,,
'2015-01-10T17:21:10.440',0.22,2.094,58.173,,,
'2015-01-10T17:21:10.448',0.195,2.127,57.685,,,
'2015-01-10T17:21:10.456',0.185,2.157,57.196,,,
'2015-01-10T17:21:10.464',0.18,2.184,56.659,,,
'2015-01-10T17:21:10.472',0.17,2.208,56.171,,,
'2015-01-10T17:21:10.480',0.16,2.272,55.731,,,
'2015-01-10T17:21:10.488',0.15,2.355,55.34,,,
'2015-01-10T17:21:10.496',0.13,2.406,54.998,,,
'2015-01-10T17:21:10.504',0.109,2.437,54.608,,,
'2015-01-10T17:21:10.512',0.08,2.455,54.315,,,
'2015-01-10T17:21:10.520',0.06,2.463,53.973,,,
'2015-01-10T17:21:10.528',0.02,2.465,53.728,,,
'2015-01-10T17:21:10.536',-0.025,2.46,53.435,,,
'2015-01-10T17:21:10.544',-0.07,2.451,53.191,,,
'2015-01-10T17:21:10.552',-0.1,2.439,52.849,,,
'2015-01-10T17:21:10.560',-0.16,2.425,52.41,,,
'2015-01-10T17:21:10.568',-0.231,2.412,51.97,,,
'2015-01-10T17:21:10.576',-0.265,2.395,51.482,,,
'2015-01-10T17:21:10.584',-0.305,2.376,50.847,,,
'2015-01-10T17:21:10.592',-0.326,2.354,50.309,,,
'2015-01-10T17:21:10.600',-0.321,2.327,50.065,,,
'2015-01-10T17:21:10.608',-0.326,2.302,50.554,,,
'2015-01-10T17:21:10.616',-0.236,2.28,52.41,,,
'2015-01-10T17:21:10.624',-0.126,2.261,56.464,,,
'2015-01-10T17:21:10.632',0.015,2.242,62.813,,,
'2015-01-10T17:21:10.640',0.17,2.224,70.677,,,
'2015-01-10T17:21:10.648',0.365,2.205,78.981,,,
'2015-01-10T17:21:10.656',0.555,2.186,86.405,,,
'2015-01-10T17:21:10.664',0.725,2.164,92.218,,,
'2015-01-10T17:21:10.672',0.88,2.143,96.369,,,
'2015-01-10T17:21:10.680',0.98,2.123,99.105,,,
'2015-01-10T17:21:10.688',1.035,2.104,101.058,,,
'2015-01-10T17:21:10.696',1.065,2.083,102.621,,,
'2015-01-10T17:21:10.704',1.07,2.064,103.94,,,
'2015-01-10T17:21:10.712',1.07,2.046,105.063,,,
'2015-01-10T17:21:10.720',1.086,2.032,105.845,,,
'2015-01-10T17:21:10.728',1.061,2.02,106.285,,,
'2015-01-10T17:21:10.736',1.045,2.006,106.285,,,
'2015-01-10T17:21:10.744',1.045,1.992,105.845,,,
'2015-01-10T17:21:10.752',1.041,1.978,105.112,,,
'2015-01-10T17:21:10.760',1.035,1.963,103.989,,,
'2015-01-10T17:21:10.768',1.035,1.948,102.621,,,
'2015-01-10T17:21:10.776',1.045,1.935,100.863,,,
'2015-01-10T17:21:10.784',1.045,1.924,98.763,,,
'2015-01-10T17:21:10.792',1.025,1.908,96.174,,,
'2015-01-10T17:21:10.800',1.01,1.89,93.292,,,
'2015-01-10T17:21:10.808',1.025,1.871,89.971,,,
'2015-01-10T17:21:10.816',1.01,1.854,86.307,,,
'2015-01-10T17:21:10.824',1.015,1.839,82.156,,,
'2015-01-10T17:21:10.832',0.996,1.826,77.906,,,
'2015-01-10T17:21:10.840',1,1.816,73.754,,,
'2015-01-10T17:21:10.848',0.996,1.807,69.847,,,
'2015-01-10T17:21:10.856',0.99,1.8,66.672,,,
'2015-01-10T17:21:10.864',0.996,1.792,64.23,,,
'2015-01-10T17:21:10.872',0.97,1.788,62.618,,,
'2015-01-10T17:21:10.880',0.97,1.79,61.69,,,
'2015-01-10T17:21:10.888',0.97,1.794,61.25,,,
'2015-01-10T17:21:10.896',0.976,1.8,61.006,,,
'2015-01-10T17:21:10.904',0.965,1.806,60.908,,,
'2015-01-10T17:21:10.912',0.97,1.815,60.811,,,
'2015-01-10T17:21:10.920',0.956,1.827,60.567,,,
'2015-01-10T17:21:10.928',0.976,1.844,60.225,,,
'2015-01-10T17:21:10.936',0.985,1.867,59.932,,,
'2015-01-10T17:21:10.944',1,1.893,59.492,,,
'2015-01-10T17:21:10.952',1.021,1.921,59.052,,,
'2015-01-10T17:21:10.960',1.045,1.949,58.662,,,
'2015-01-10T17:21:10.968',1.041,1.98,58.173,,,
'2015-01-10T17:21:10.976',1.03,2.009,57.734,,,
'2015-01-10T17:21:10.984',1.041,2.036,57.245,,,
'2015-01-10T17:21:10.992',1.05,2.065,56.757,,,
'2015-01-10T17:21:11.000',1.07,2.089,56.219,,,
'2015-01-10T17:21:11.008',1.09,2.112,55.682,,,
'2015-01-10T17:21:11.016',1.055,2.135,55.096,,,
'2015-01-10T17:21:11.024',0.985,2.157,54.559,,,
'2015-01-10T17:21:11.032',0.93,2.18,53.973,,,
'2015-01-10T17:21:11.040',0.93,2.202,53.338,,,
'2015-01-10T17:21:11.048',0.905,2.225,52.752,,,
'2015-01-10T17:21:11.056',0.9,2.244,52.117,,,
'2015-01-10T17:21:11.064',0.9,2.26,51.53,,,
'2015-01-10T17:21:11.072',0.895,2.27,50.993,,,
'2015-01-10T17:21:11.080',0.905,2.273,50.407,,,
'2015-01-10T17:21:11.088',0.895,2.271,49.919,,,
'2015-01-10T17:21:11.096',0.905,2.266,49.479,,,
'2015-01-10T17:21:11.104',0.885,2.256,49.039,,,
'2015-01-10T17:21:11.112',0.905,2.24,48.697,,,
'2015-01-10T17:21:11.120',0.9,2.221,48.356,,,
'2015-01-10T17:21:11.128',0.86,2.2,47.965,,,
'2015-01-10T17:21:11.136',0.825,2.179,47.623,,,
'2015-01-10T17:21:11.144',1.231,2.159,47.281,,,
'2015-01-10T17:21:11.152',1.501,2.141,46.939,,,
'2015-01-10T17:21:11.160',1.501,2.12,46.597,,,
'2015-01-10T17:21:11.168',1.501,2.099,46.304,,,
'2015-01-10T17:21:11.176',1.33,2.078,46.06,,,
'2015-01-10T17:21:11.184',0.855,2.061,45.816,,,
'2015-01-10T17:21:11.192',0.7,2.045,45.571,,,
'2015-01-10T17:21:11.200',0.67,2.029,45.376,,,
'2015-01-10T17:21:11.208',0.655,2.017,45.181,,,
'2015-01-10T17:21:11.216',0.67,2.005,44.985,,,
'2015-01-10T17:21:11.224',0.655,1.991,44.79,,,
'2015-01-10T17:21:11.232',0.67,1.978,44.546,,,
'2015-01-10T17:21:11.240',0.665,1.963,44.253,,,
'2015-01-10T17:21:11.248',0.66,1.948,44.008,,,
'2015-01-10T17:21:11.256',0.67,1.934,43.715,,,
'2015-01-10T17:21:11.264',0.69,1.919,43.471,,,
'2015-01-10T17:21:11.272',0.685,1.904,43.227,,,
'2015-01-10T17:21:11.280',0.675,1.891,43.129,,,
'2015-01-10T17:21:11.288',0.67,1.88,42.934,,,
'2015-01-10T17:21:11.296',0.685,1.866,42.787,,,
'2015-01-10T17:21:11.304',0.67,1.852,42.592,,,
'2015-01-10T17:21:11.312',0.695,1.838,42.348,,,
'2015-01-10T17:21:11.320',0.695,1.825,42.006,,,
'2015-01-10T17:21:11.328',0.69,1.815,41.566,,,
'2015-01-10T17:21:11.336',0.695,1.806,41.127,,,
'2015-01-10T17:21:11.344',0.71,1.799,40.687,,,
'2015-01-10T17:21:11.352',0.695,1.791,40.247,,,
'2015-01-10T17:21:11.360',0.685,1.784,39.906,,,
'2015-01-10T17:21:11.368',0.71,1.776,39.808,,,
'2015-01-10T17:21:11.376',0.72,1.771,40.15,,,
'2015-01-10T17:21:11.384',0.74,1.762,41.81,,,
'2015-01-10T17:21:11.392',0.77,1.751,45.425,,,
'2015-01-10T17:21:11.400',0.79,1.742,51.677,,,
'2015-01-10T17:21:11.408',0.825,1.733,60.322,,,
'2015-01-10T17:21:11.416',0.87,1.725,70.091,,,
'2015-01-10T17:21:11.424',0.91,1.717,79.811,,,
'2015-01-10T17:21:11.432',0.965,1.711,88.163,,,
'2015-01-10T17:21:11.440',0.996,1.703,94.904,,,
'2015-01-10T17:21:11.448',1.03,1.692,100.179,,,
'2015-01-10T17:21:11.456',1.075,1.679,104.282,,,
'2015-01-10T17:21:11.464',1.095,1.666,107.848,,,
'2015-01-10T17:21:11.472',1.086,1.649,111.316,,,
'2015-01-10T17:21:11.480',1.055,1.637,114.735,,,
'2015-01-10T17:21:11.488',1.025,1.628,118.007,,,
'2015-01-10T17:21:11.496',0.996,1.616,120.694,,,
'2015-01-10T17:21:11.504',0.956,1.604,122.55,,,
'2015-01-10T17:21:11.512',0.925,1.596,123.575,,,
'2015-01-10T17:21:11.520',0.895,1.592,123.722,,,
'2015-01-10T17:21:11.528',0.905,1.59,123.282,,,
'2015-01-10T17:21:11.536',0.885,1.589,122.305,,,
'2015-01-10T17:21:11.544',0.891,1.589,120.987,,,
'2015-01-10T17:21:11.552',0.885,1.589,119.375,,,
'2015-01-10T17:21:11.560',0.891,1.589,117.568,,,
'2015-01-10T17:21:11.568',0.891,1.589,115.418,,,
'2015-01-10T17:21:11.576',0.9,1.589,113.074,,,
'2015-01-10T17:21:11.584',0.9,1.589,110.387,,,
'2015-01-10T17:21:11.592',0.915,1.587,107.506,,,
'2015-01-10T17:21:11.600',0.925,1.583,104.429,,,
'2015-01-10T17:21:11.608',0.895,1.577,101.254,,,
'2015-01-10T17:21:11.616',0.925,1.57,97.786,,,
'2015-01-10T17:21:11.624',0.935,1.565,94.318,,,
'2015-01-10T17:21:11.632',0.99,1.562,90.655,,,
'2015-01-10T17:21:11.640',1.041,1.561,86.942,,,
'2015-01-10T17:21:11.648',1.09,1.562,83.181,,,
'2015-01-10T17:21:11.656',1.135,1.568,79.372,,,
'2015-01-10T17:21:11.664',1.175,1.577,75.757,,,
'2015-01-10T17:21:11.672',1.251,1.587,72.387,,,
'2015-01-10T17:21:11.680',1.435,1.6,69.407,,,
'2015-01-10T17:21:11.688',1.501,1.619,67.112,,,
'2015-01-10T17:21:11.696',1.501,1.642,65.5,,,
'2015-01-10T17:21:11.704',1.501,1.673,64.425,,,
'2015-01-10T17:21:11.712',1.501,1.706,63.741,,,
'2015-01-10T17:21:11.720',1.501,1.741,63.253,,,
'2015-01-10T17:21:11.728',1.501,1.777,62.716,,,
'2015-01-10T17:21:11.736',1.501,1.815,62.178,,,
'2015-01-10T17:21:11.744',1.501,1.856,61.543,,,
'2015-01-10T17:21:11.752',1.501,1.902,60.811,,,
'2015-01-10T17:21:11.760',1.501,1.955,60.029,,,
'2015-01-10T17:21:11.768',0.976,2.009,59.345,,,
'2015-01-10T17:21:11.776',0.555,2.054,58.662,,,
'2015-01-10T17:21:11.784',0.33,2.095,58.027,,,
'2015-01-10T17:21:11.792',0.24,2.141,57.489,,,
'2015-01-10T17:21:11.800',0.225,2.19,57.001,,,
'2015-01-10T17:21:11.808',0.23,2.235,56.464,,,
'2015-01-10T17:21:11.816',0.205,2.272,55.975,,,
'2015-01-10T17:21:11.824',0.22,2.305,55.536,,,
'2015-01-10T17:21:11.832',0.205,2.336,55.096,,,
'2015-01-10T17:21:11.840',0.2,2.363,54.656,,,
'2015-01-10T17:21:11.848',0.185,2.383,54.315,,,
'2015-01-10T17:21:11.856',0.17,2.401,53.875,,,
'2015-01-10T17:21:11.864',0.13,2.417,53.533,,,
'2015-01-10T17:21:11.872',0.105,2.429,53.24,,,
'2015-01-10T17:21:11.880',0.08,2.439,52.996,,,
'2015-01-10T17:21:11.888',0.055,2.448,52.752,,,
'2015-01-10T17:21:11.896',0.02,2.453,52.41,,,
'2015-01-10T17:21:11.904',-0.03,2.453,52.117,,,
'2015-01-10T17:21:11.912',-0.075,2.447,51.726,,,
'2015-01-10T17:21:11.920',-0.115,2.435,51.384,,,
'2015-01-10T17:21:11.928',-0.16,2.419,50.944,,,
'2015-01-10T17:21:11.936',-0.22,2.405,50.407,,,
'2015-01-10T17:21:11.944',-0.265,2.39,49.821,,,
'2015-01-10T17:21:11.952',-0.336,2.375,49.039,,,
'2015-01-10T17:21:11.960',-0.33,2.359,48.356,,,
'2015-01-10T17:21:11.968',-0.326,2.339,47.721,,,
'2015-01-10T17:21:11.976',-0.271,2.319,47.818,,,
'2015-01-10T17:21:11.984',-0.16,2.297,49.186,,,
'2015-01-10T17:21:11.992',-0.035,2.276,52.605,,,
'2015-01-10T17:21:12.000',0.13,2.254,58.369,,,
'2015-01-10T17:21:12.008',0.32,2.232,65.939,,,
'2015-01-10T17:21:12.016',0.51,2.209,74.292,,,
'2015-01-10T17:21:12.024',0.695,2.186,82.009,,,
'2015-01-10T17:21:12.032',0.87,2.161,88.261,,,
'2015-01-10T17:21:12.040',0.98,2.136,92.559,,,
'2015-01-10T17:21:12.048',1.07,2.11,95.295,,,
'2015-01-10T17:21:12.056',1.101,2.086,97.053,,,
'2015-01-10T17:21:12.064',1.115,2.065,98.372,,,
'2015-01-10T17:21:12.072',1.101,2.049,99.593,,,
'2015-01-10T17:21:12.080',1.11,2.035,100.863,,,
'2015-01-10T17:21:12.088',1.095,2.022,101.986,,,
'2015-01-10T17:21:12.096',1.086,2.007,102.817,,,
'2015-01-10T17:21:12.104',1.09,1.992,103.061,,,
'2015-01-10T17:21:12.112',1.075,1.978,102.719,,,
'2015-01-10T17:21:12.120',1.065,1.961,101.937,,,
'2015-01-10T17:21:12.128',1.061,1.941,100.716,,,
'2015-01-10T17:21:12.136',1.061,1.923,99.105,,,
'2015-01-10T17:21:12.144',1.065,1.906,97.248,,,
'2015-01-10T17:21:12.152',1.055,1.891,95.002,,,
'2015-01-10T17:21:12.160',1.045,1.875,92.364,,,
'2015-01-10T17:21:12.168',1.045,1.86,89.287,,,
'2015-01-10T17:21:12.176',1.045,1.848,85.819,,,
'2015-01-10T17:21:12.184',1.05,1.836,81.863,,,
'2015-01-10T17:21:12.192',1.041,1.824,77.76,,,
'2015-01-10T17:21:12.200',1.03,1.815,73.413,,,
'2015-01-10T17:21:12.208',1.045,1.806,69.359,,,
'2015-01-10T17:21:12.216',1.045,1.799,65.793,,,
'2015-01-10T17:21:12.224',1.025,1.791,63.009,,,
'2015-01-10T17:21:12.232',1.015,1.784,60.908,,,
'2015-01-10T17:21:12.240',1.025,1.776,59.59,,,
'2015-01-10T17:21:12.248',1.021,1.772,59.004,,,
'2015-01-10T17:21:12.256',1.015,1.774,58.662,,,
'2015-01-10T17:21:12.264',1.025,1.783,58.613,,,
'2015-01-10T17:21:12.272',1.025,1.796,58.613,,,
'2015-01-10T17:21:12.280',1.025,1.809,58.466,,,
'2015-01-10T17:21:12.288',1.01,1.826,58.32,,,
'2015-01-10T17:21:12.296',1.021,1.843,58.027,,,
'2015-01-10T17:21:12.304',1.005,1.862,57.734,,,
'2015-01-10T17:21:12.312',1.025,1.887,57.343,,,
'2015-01-10T17:21:12.320',1.03,1.914,56.903,,,
'2015-01-10T17:21:12.328',1.041,1.942,56.464,,,
'2015-01-10T17:21:12.336',1.075,1.972,56.073,,,
'2015-01-10T17:21:12.344',1.086,2.001,55.633,,,
'2015-01-10T17:21:12.352',1.075,2.028,55.096,,,
'2015-01-10T17:21:12.360',1.095,2.053,54.656,,,
'2015-01-10T17:21:12.368',1.09,2.076,54.168,,,
'2015-01-10T17:21:12.376',1.075,2.095,53.68,,,
'2015-01-10T17:21:12.384',1.106,2.111,53.191,,,
'2015-01-10T17:21:12.392',1.115,2.131,52.654,,,
'2015-01-10T17:21:12.400',1.035,2.152,52.117,,,
'2015-01-10T17:21:12.408',0.976,2.173,51.628,,,
'2015-01-10T17:21:12.416',0.96,2.192,51.091,,,
'2015-01-10T17:21:12.424',0.935,2.204,50.602,,,
'2015-01-10T17:21:12.432',0.925,2.211,50.114,,,
'2015-01-10T17:21:12.440',0.925,2.21,49.626,,,
'2015-01-10T17:21:12.448',0.925,2.206,49.088,,,
'2015-01-10T17:21:12.456',0.93,2.2,48.697,,,
'2015-01-10T17:21:12.464',0.925,2.194,48.258,,,
'2015-01-10T17:21:12.472',0.915,2.187,47.867,,,
'2015-01-10T17:21:12.480',0.91,2.178,47.428,,,
'2015-01-10T17:21:12.488',0.93,2.166,46.988,,,
'2015-01-10T17:21:12.496',0.93,2.152,46.597,,,
'2015-01-10T17:21:12.504',0.935,2.137,46.255,,,
'2015-01-10T17:21:12.512',0.84,2.118,45.913,,,
'2015-01-10T17:21:12.520',1.171,2.098,45.62,,,
'2015-01-10T17:21:12.528',1.501,2.073,45.278,,,
'2015-01-10T17:21:12.536',1.501,2.049,44.985,,,
'2015-01-10T17:21:12.544',1.501,2.028,44.692,,,
'2015-01-10T17:21:12.552',1.491,2.011,44.399,,,
'2015-01-10T17:21:12.560',0.87,1.996,44.155,,,
'2015-01-10T17:21:12.568',0.71,1.982,43.911,,,
'2015-01-10T17:21:12.576',0.695,1.97,43.715,,,
'2015-01-10T17:21:12.584',0.69,1.957,43.471,,,
'2015-01-10T17:21:12.592',0.695,1.942,43.227,,,
'2015-01-10T17:21:12.600',0.69,1.927,42.983,,,
'2015-01-10T17:21:12.608',0.68,1.909,42.739,,,
'2015-01-10T17:21:12.616',0.695,1.891,42.543,,,
'2015-01-10T17:21:12.624',0.675,1.873,42.348,,,
'2015-01-10T17:21:12.632',0.695,1.856,42.25,,,
'2015-01-10T17:21:12.640',0.71,1.84,42.055,,,
'2015-01-10T17:21:12.648',0.69,1.823,41.859,,,
'2015-01-10T17:21:12.656',0.685,1.807,41.664,,,
'2015-01-10T17:21:12.664',0.71,1.794,41.469,,,
'2015-01-10T17:21:12.672',0.685,1.785,41.273,,,
'2015-01-10T17:21:12.680',0.69,1.778,41.029,,,
'2015-01-10T17:21:12.688',0.695,1.768,40.882,,,
'2015-01-10T17:21:12.696',0.685,1.756,40.589,,,
'2015-01-10T17:21:12.704',0.705,1.741,40.443,,,
'2015-01-10T17:21:12.712',0.715,1.726,40.101,,,
'2015-01-10T17:21:12.720',0.695,1.713,39.759,,,
'2015-01-10T17:21:12.728',0.705,1.702,39.368,,,
'2015-01-10T17:21:12.736',0.715,1.692,39.026,,,
'2015-01-10T17:21:12.744',0.735,1.683,38.782,,,
'2015-01-10T17:21:12.752',0.74,1.675,38.929,,,
'2015-01-10T17:21:12.760',0.745,1.667,39.857,,,
'2015-01-10T17:21:12.768',0.765,1.659,42.445,,,
'2015-01-10T17:21:12.776',0.8,1.653,47.428,,,
'2015-01-10T17:21:12.784',0.845,1.646,55.096,,,
'2015-01-10T17:21:12.792',0.875,1.634,64.718,,,
'2015-01-10T17:21:12.800',0.92,1.623,74.976,,,
'2015-01-10T17:21:12.808',0.98,1.613,84.402,,,
'2015-01-10T17:21:12.816',1,1.603,92.12,,,
'2015-01-10T17:21:12.824',1.055,1.594,97.883,,,
'2015-01-10T17:21:12.832',1.101,1.587,102.133,,,
'2015-01-10T17:21:12.840',1.12,1.579,105.552,,,
'2015-01-10T17:21:12.848',1.101,1.568,108.727,,,
'2015-01-10T17:21:12.856',1.055,1.555,112.097,,,
'2015-01-10T17:21:12.864',1.045,1.543,115.467,,,
'2015-01-10T17:21:12.872',1.025,1.534,118.593,,,
'2015-01-10T17:21:12.880',1.01,1.528,121.133,,,
'2015-01-10T17:21:12.888',1.021,1.523,122.599,,,
'2015-01-10T17:21:12.896',1.025,1.52,123.185,,,
'2015-01-10T17:21:12.904',1.01,1.519,122.843,,,
'2015-01-10T17:21:12.912',1.01,1.518,121.866,,,
'2015-01-10T17:21:12.920',1,1.518,120.352,,,
'2015-01-10T17:21:12.928',0.94,1.518,118.496,,,
'2015-01-10T17:21:12.936',0.885,1.518,116.298,,,
'2015-01-10T17:21:12.944',0.885,1.516,113.855,,,
'2015-01-10T17:21:12.952',0.88,1.51,111.169,,,
'2015-01-10T17:21:12.960',0.891,1.505,108.287,,,
'2015-01-10T17:21:12.968',0.88,1.503,105.308,,,
'2015-01-10T17:21:12.976',0.885,1.504,102.231,,,
'2015-01-10T17:21:12.984',0.885,1.507,99.105,,,
'2015-01-10T17:21:12.992',0.895,1.508,95.979,,,
'2015-01-10T17:21:13.000',0.905,1.506,92.804,,,
'2015-01-10T17:21:13.008',0.9,1.503,89.482,,,
'2015-01-10T17:21:13.016',0.925,1.502,86.112,,,
'2015-01-10T17:21:13.024',0.92,1.501,82.546,,,
'2015-01-10T17:21:13.032',0.956,1.503,78.981,,,
'2015-01-10T17:21:13.040',0.976,1.51,75.415,,,
'2015-01-10T17:21:13.048',1.015,1.522,72.191,,,
'2015-01-10T17:21:13.056',1.09,1.538,69.31,,,
'2015-01-10T17:21:13.064',1.236,1.558,67.063,,,
'2015-01-10T17:21:13.072',1.481,1.58,65.402,,,
'2015-01-10T17:21:13.080',1.501,1.607,64.425,,,
'2015-01-10T17:21:13.088',1.501,1.641,63.839,,,
'2015-01-10T17:21:13.096',1.501,1.68,63.497,,,
'2015-01-10T17:21:13.104',1.501,1.723,63.155,,,
'2015-01-10T17:21:13.112',1.501,1.769,62.716,,,
'2015-01-10T17:21:13.120',1.291,1.816,62.178,,,
'2015-01-10T17:21:13.128',0.675,1.864,61.495,,,
'2015-01-10T17:21:13.136',0.485,1.912,60.86,,,
'2015-01-10T17:21:13.144',0.41,1.96,60.225,,,
'2015-01-10T17:21:13.152',0.39,2.011,59.687,,,
'2015-01-10T17:21:13.160',0.365,2.065,59.15,,,
'2015-01-10T17:21:13.168',0.38,2.119,58.759,,,
'2015-01-10T17:21:13.176',0.385,2.165,58.32,,,
'2015-01-10T17:21:13.184',0.39,2.202,57.88,,,
'2015-01-10T17:21:13.192',0.4,2.239,57.343,,,
'2015-01-10T17:21:13.200',0.385,2.273,56.854,,,
'2015-01-10T17:21:13.208',0.375,2.306,56.219,,,
'2015-01-10T17:21:13.216',0.38,2.337,55.682,,,
'2015-01-10T17:21:13.224',0.365,2.365,55.047,,,
'2015-01-10T17:21:13.232',0.365,2.39,54.51,,,
'2015-01-10T17:21:13.240',0.37,2.413,53.973,,,
'2015-01-10T17:21:13.248',0.34,2.433,53.533,,,
'2015-01-10T17:21:13.256',0.315,2.447,53.045,,,
'2015-01-10T17:21:13.264',0.29,2.454,52.556,,,
'2015-01-10T17:21:13.272',0.275,2.456,51.97,,,
'2015-01-10T17:21:13.280',0.25,2.45,51.384,,,
'2015-01-10T17:21:13.288',0.22,2.439,50.749,,,
'2015-01-10T17:21:13.296',0.19,2.425,50.114,,,
'2015-01-10T17:21:13.304',0.175,2.411,49.479,,,
'2015-01-10T17:21:13.312',0.165,2.395,49.088,,,
'2015-01-10T17:21:13.320',0.145,2.379,49.186,,,
'2015-01-10T17:21:13.328',0.16,2.364,50.114,,,
'2015-01-10T17:21:13.336',0.185,2.346,52.605,,,
'2015-01-10T17:21:13.344',0.24,2.325,57.245,,,
'2015-01-10T17:21:13.352',0.305,2.302,64.132,,,
'2015-01-10T17:21:13.360',0.395,2.279,72.631,,,
'2015-01-10T17:21:13.368',0.505,2.257,81.472,,,
'2015-01-10T17:21:13.376',0.635,2.236,89.629,,,
'2015-01-10T17:21:13.384',0.76,2.213,96.32,,,
'2015-01-10T17:21:13.392',0.865,2.19,101.351,,,
'2015-01-10T17:21:13.400',0.915,2.166,104.917,,,
'2015-01-10T17:21:13.408',0.956,2.142,107.408,,,
'2015-01-10T17:21:13.416',0.96,2.119,109.362,,,
'2015-01-10T17:21:13.424',0.976,2.101,110.925,,,
'2015-01-10T17:21:13.432',0.96,2.083,112.292,,,
'2015-01-10T17:21:13.440',0.93,2.064,113.416,,,
'2015-01-10T17:21:13.448',0.935,2.044,114.246,,,
'2015-01-10T17:21:13.456',0.93,2.026,114.735,,,
'2015-01-10T17:21:13.464',0.93,2.01,114.783,,,
'2015-01-10T17:21:13.472',0.92,1.995,114.539,,,
'2015-01-10T17:21:13.480',0.91,1.981,114.002,,,
'2015-01-10T17:21:13.488',0.91,1.967,113.074,,,
'2015-01-10T17:21:13.496',0.915,1.951,111.951,,,
'2015-01-10T17:21:13.504',0.91,1.935,110.632,,,
'2015-01-10T17:21:13.512',0.915,1.918,109.069,,,
'2015-01-10T17:21:13.520',0.905,1.896,107.261,,,
'2015-01-10T17:21:13.528',0.9,1.876,105.112,,,
'2015-01-10T17:21:13.536',0.905,1.857,102.719,,,
'2015-01-10T17:21:13.544',0.92,1.841,100.13,,,
'2015-01-10T17:21:13.552',0.915,1.824,97.248,,,
'2015-01-10T17:21:13.560',0.925,1.807,94.074,,,
'2015-01-10T17:21:13.568',0.905,1.796,90.606,,,
'2015-01-10T17:21:13.576',0.925,1.788,86.942,,,
'2015-01-10T17:21:13.584',0.915,1.782,82.986,,,
'2015-01-10T17:21:13.592',0.92,1.781,78.883,,,
'2015-01-10T17:21:13.600',0.905,1.782,74.683,,,
'2015-01-10T17:21:13.608',0.92,1.783,70.824,,,
'2015-01-10T17:21:13.616',0.91,1.785,67.502,,,
'2015-01-10T17:21:13.624',0.905,1.792,64.914,,,
'2015-01-10T17:21:13.632',0.91,1.807,63.155,,,
'2015-01-10T17:21:13.640',0.915,1.831,62.13,,,
'2015-01-10T17:21:13.648',0.891,1.859,61.69,,,
'2015-01-10T17:21:13.656',0.885,1.891,61.495,,,
'2015-01-10T17:21:13.664',0.905,1.93,61.446,,,
'2015-01-10T17:21:13.672',0.925,1.965,61.299,,,
'2015-01-10T17:21:13.680',0.93,1.995,61.104,,,
'2015-01-10T17:21:13.688',0.95,2.026,60.713,,,
'2015-01-10T17:21:13.696',0.976,2.06,60.322,,,
'2015-01-10T17:21:13.704',0.985,2.095,59.785,,,
'2015-01-10T17:21:13.712',0.965,2.13,59.297,,,
'2015-01-10T17:21:13.720',0.985,2.168,58.857,,,
'2015-01-10T17:21:13.728',1,2.207,58.466,,,
'2015-01-10T17:21:13.736',0.976,2.245,57.978,,,
'2015-01-10T17:21:13.744',1.015,2.281,57.489,,,
'2015-01-10T17:21:13.752',1.021,2.314,56.903,,,
'2015-01-10T17:21:13.760',0.956,2.347,56.366,,,
'2015-01-10T17:21:13.768',0.885,2.373,55.78,,,
